target_id 	 Ck_1 	 CK_2 	 ET_1 	 ET_2 	 ET_3 
CRO_T131096	5	6	6	6	7
CRO_T131097	104	103	113	111	116
CRO_T131098	60	63	78	81	62
CRO_T131099	0	0	1	0	7
CRO_T131100	1	1	2	1	2
CRO_T131101	19	18	24	29	25
CRO_T131102	7	5	4	5	4
CRO_T131103	0	0	0	0	0
CRO_T131104	0	0	0	0	0
CRO_T131105	30	26	54	45	34
CRO_T131106	0	0	0	0	0
CRO_T131107	6	7	5	3	12
CRO_T131108	0	0	0	0	0
CRO_T131109	0	0	0	0	0
CRO_T131110	0	0	0	0	0
CRO_T131111	11	14	10	8	11
CRO_T131112	0	0	0	0	0
CRO_T131113	0	0	0	0	0
CRO_T131114	0	0	0	0	1
CRO_T131115	0	0	0	0	0
CRO_T131116	65	71	70	60	56
CRO_T131117	0	0	0	0	0
CRO_T131118	0	0	0	0	0
CRO_T131119	182	162	153	190	142
CRO_T131121	0	0	0	0	0
CRO_T131122	1	1	1	2	2
CRO_T131123	0	0	0	0	0
CRO_T131125	0	0	0	0	0
CRO_T131126	0	0	0	0	0
CRO_T131127	477	513	445	492	428
CRO_T131128	61	48	61	47	51
CRO_T131129	0	0	0	0	0
CRO_T131130	5	5	3	4	3
CRO_T131132	0	0	0	0	0
CRO_T131133	10	12	12	10	16
CRO_T131134	14	13	17	15	15
CRO_T131135	6	4	9	6	5
CRO_T131136	0	0	0	0	0
CRO_T131138	15	15	21	21	19
CRO_T131139	8	9	13	14	13
CRO_T131140	38	37	46	37	41
CRO_T131141	0	0	0	0	0
CRO_T131142	2	2	3	0	2
CRO_T131143	0	0	0	0	0
CRO_T131145	12	12	17	16	18
CRO_T131146	0	0	0	0	0
CRO_T131147	9	6	35	15	16
CRO_T131148	6	6	10	9	9
CRO_T131149	0	0	0	0	0
CRO_T131150	4	3	7	5	5
CRO_T131152	4	4	6	4	5
CRO_T131153	16	14	14	6	20
CRO_T131154	0	0	0	0	0
CRO_T131155	2	1	0	0	1
CRO_T131157	0	0	0	0	0
CRO_T131158	0	0	0	0	0
CRO_T131159	0	0	0	0	0
CRO_T131160	17	17	21	16	19
CRO_T131161	0	0	0	0	0
CRO_T131162	0	0	0	0	0
CRO_T131163	0	0	0	0	0
CRO_T131164	0	0	0	0	0
CRO_T131165	0	0	0	0	0
CRO_T131166	0	0	0	0	0
CRO_T131167	0	0	0	0	0
CRO_T131168	0	0	0	0	0
CRO_T131169	0	0	0	0	0
CRO_T131170	0	0	0	0	0
CRO_T131171	0	0	0	0	0
CRO_T131172	0	0	0	0	0
CRO_T131175	0	0	0	0	0
CRO_T131176	0	0	0	0	0
CRO_T131177	0	0	0	0	0
CRO_T131178	0	0	0	0	0
CRO_T131180	0	0	0	0	0
CRO_T131182	0	0	0	0	0
CRO_T131183	10	7	5	6	11
CRO_T131184	1	0	1	0	1
CRO_T131185	0	0	0	0	0
CRO_T131186	10	13	13	20	18
CRO_T131187	1	2	1	1	2
CRO_T131188	0	0	0	0	0
CRO_T131189	3	2	3	3	2
CRO_T131190	20	21	19	19	21
CRO_T131192	1	1	1	1	2
CRO_T131194	42	35	48	47	50
CRO_T131195	0	0	0	0	0
CRO_T131196	15	12	17	16	13
CRO_T131197	30	30	33	26	29
CRO_T131198	0	0	0	0	0
CRO_T131199	0	0	0	0	0
CRO_T131200	9	8	10	9	8
CRO_T131201	0	0	0	0	0
CRO_T131202	2	2	4	3	3
CRO_T131203	1	1	3	3	2
CRO_T131205	0	0	0	0	0
CRO_T131206	0	0	0	0	0
CRO_T131207	77	75	71	67	72
CRO_T131208	9	9	10	10	9
CRO_T131209	0	0	0	0	0
CRO_T131210	0	0	0	0	0
CRO_T131211	59	70	68	55	90
CRO_T131212	3	4	1	5	4
CRO_T131213	2	2	2	3	2
CRO_T131214	394	471	397	322	523
CRO_T131216	0	0	0	0	0
CRO_T131217	165	189	180	129	214
CRO_T131218	0	0	0	0	0
CRO_T131219	11	11	13	12	12
CRO_T131220	2	1	2	2	2
CRO_T131221	0	1	0	0	0
CRO_T131222	0	0	0	0	0
CRO_T131223	0	0	0	0	0
CRO_T131224	249	213	344	264	284
CRO_T131225	782	834	790	679	884
CRO_T131227	2	2	3	3	1
CRO_T131228	6	6	6	8	6
CRO_T131229	75	105	77	62	123
CRO_T131230	48	49	48	49	48
CRO_T131231	0	0	0	0	0
CRO_T131232	1	1	2	1	1
CRO_T131233	1	1	0	1	0
CRO_T131234	4	4	8	7	7
CRO_T131236	0	0	0	0	1
CRO_T131237	0	0	0	0	0
CRO_T131240	66	51	40	30	62
CRO_T131241	0	0	1	1	1
CRO_T131242	0	0	0	0	0
CRO_T131243	90	74	93	82	80
CRO_T131244	16	21	20	16	28
CRO_T131245	0	0	0	0	0
CRO_T131246	0	1	0	0	1
CRO_T131247	64	70	73	62	75
CRO_T131248	612	685	638	659	575
CRO_T131249	0	0	0	0	0
CRO_T131250	0	0	0	0	0
CRO_T131253	18	18	16	20	16
CRO_T131254	31	33	34	26	37
CRO_T131255	39	36	32	37	28
CRO_T131256	0	0	0	0	0
CRO_T131257	0	0	0	0	0
CRO_T131258	5	5	7	7	6
CRO_T131259	3049	3240	2638	3068	2528
CRO_T131260	8	9	5	4	14
CRO_T131262	2	1	2	0	1
CRO_T131264	0	0	0	0	0
CRO_T131265	0	0	0	0	0
CRO_T131266	0	0	0	0	0
CRO_T131267	26	30	62	28	44
CRO_T131268	236	234	208	254	193
CRO_T131269	72	55	78	56	61
CRO_T131270	2	2	5	2	3
CRO_T131271	0	0	0	0	0
CRO_T131272	14	12	12	12	12
CRO_T131273	0	0	0	0	0
CRO_T131274	3	2	2	2	1
CRO_T131275	89	92	94	91	97
CRO_T131276	7	7	9	7	12
CRO_T131277	2	1	5	2	3
CRO_T131278	4	3	5	3	7
CRO_T131279	1	1	1	1	1
CRO_T131280	2	2	4	2	1
CRO_T131281	42	45	45	34	51
CRO_T131282	0	0	0	0	1
CRO_T131283	9	7	7	8	8
CRO_T131284	2	3	2	3	3
CRO_T131286	121	130	135	141	125
CRO_T131287	1	1	3	0	3
CRO_T131289	5	5	13	11	10
CRO_T131290	149	137	154	136	145
CRO_T131291	81	78	102	115	90
CRO_T131292	45	39	43	43	44
CRO_T131293	0	0	0	0	0
CRO_T131294	0	0	0	0	0
CRO_T131295	0	0	0	0	0
CRO_T131296	0	0	0	0	0
CRO_T131297	0	0	0	0	1
CRO_T131298	16	17	18	17	20
CRO_T131299	0	0	0	0	0
CRO_T131301	0	0	0	0	0
CRO_T131303	0	0	0	0	0
CRO_T131304	1	0	1	0	0
CRO_T131305	0	0	0	0	0
CRO_T131306	3	2	2	3	2
CRO_T131309	14	14	16	18	16
CRO_T131310	0	0	1	0	0
CRO_T131311	0	0	0	0	0
CRO_T131313	0	0	0	0	0
CRO_T131314	0	0	0	0	0
CRO_T131315	0	0	0	0	0
CRO_T131316	17	16	17	14	21
CRO_T131317	6	7	7	6	7
CRO_T131318	5	7	5	4	5
CRO_T131319	0	0	0	0	0
CRO_T131321	0	0	0	0	0
CRO_T131322	0	0	0	0	0
CRO_T131324	44	35	44	46	32
CRO_T131325	0	0	0	0	0
CRO_T131326	25	26	31	32	33
CRO_T131327	20	17	14	11	17
CRO_T131330	29	31	31	29	43
CRO_T131331	119	108	126	104	136
CRO_T131332	0	0	0	0	0
CRO_T131333	0	0	0	0	0
CRO_T131335	0	0	0	0	0
CRO_T131336	0	0	0	0	1
CRO_T131337	0	0	0	0	0
CRO_T131338	0	0	0	0	0
CRO_T131339	0	0	0	0	0
CRO_T131341	0	0	0	0	0
CRO_T131343	0	0	0	0	0
CRO_T131344	0	0	0	0	0
CRO_T131345	0	0	0	0	0
CRO_T131346	0	0	0	0	0
CRO_T131347	0	0	0	0	0
CRO_T131348	1	2	1	1	1
CRO_T131349	0	0	0	0	0
CRO_T131350	0	0	0	0	0
CRO_T131351	0	0	0	0	0
CRO_T131353	0	0	0	0	0
CRO_T131354	0	0	0	0	0
CRO_T131355	0	0	0	0	0
CRO_T131356	0	0	0	0	0
CRO_T131357	1	1	1	1	0
CRO_T131358	18	13	19	18	14
CRO_T131359	0	0	0	0	0
CRO_T131361	0	0	0	0	0
CRO_T131362	0	0	0	0	0
CRO_T131363	0	0	0	0	0
CRO_T131364	5	5	5	5	3
CRO_T131366	0	0	0	0	0
CRO_T131367	6	7	8	7	8
CRO_T131368	0	0	0	0	0
CRO_T131369	0	0	0	0	0
CRO_T131372	7	5	6	8	6
CRO_T131373	7	8	10	10	10
CRO_T131374	6	4	4	3	5
CRO_T131375	11	7	10	8	8
CRO_T131376	19	19	23	20	21
CRO_T131377	0	0	0	0	0
CRO_T131378	0	0	0	0	0
CRO_T131379	51	49	60	50	47
CRO_T131380	0	0	0	0	0
CRO_T131381	0	0	0	0	0
CRO_T131382	0	0	0	0	0
CRO_T131384	534	547	463	520	462
CRO_T131385	154	112	128	161	104
CRO_T131386	12	15	15	13	16
CRO_T131387	0	1	0	0	0
CRO_T131388	0	0	0	0	0
CRO_T131389	21	24	21	18	28
CRO_T131390	6	4	8	4	6
CRO_T131391	0	0	0	0	0
CRO_T131392	47	46	39	41	54
CRO_T131393	68	103	107	54	71
CRO_T131394	200	179	215	192	184
CRO_T131395	0	0	0	0	0
CRO_T131396	14	14	17	16	17
CRO_T131398	5	4	5	4	5
CRO_T131399	4	6	6	1	5
CRO_T131401	21	23	29	21	26
CRO_T131402	1	1	1	1	1
CRO_T131403	14	9	8	9	8
CRO_T131404	13	11	12	10	11
CRO_T131405	0	0	0	0	0
CRO_T131408	0	0	0	0	0
CRO_T131409	9	10	12	10	12
CRO_T131410	297	276	318	231	475
CRO_T131411	0	0	0	0	0
CRO_T131412	27	27	38	33	35
CRO_T131413	0	0	0	0	0
CRO_T131414	0	0	0	0	1
CRO_T131415	2	4	2	2	2
CRO_T131416	0	0	0	0	0
CRO_T131418	86	88	115	127	103
CRO_T131419	0	0	0	0	0
CRO_T131420	0	0	0	0	0
CRO_T131421	23	25	23	28	30
CRO_T131422	8	6	2	4	4
CRO_T131423	0	0	0	0	0
CRO_T131424	23	20	29	29	21
CRO_T131426	0	0	0	0	0
CRO_T131427	26	19	27	23	20
CRO_T131428	10	10	13	12	13
CRO_T131429	5	7	8	7	11
CRO_T131431	102	83	124	126	100
CRO_T131432	13	13	18	16	19
CRO_T131433	77	72	76	78	75
CRO_T131434	2	3	3	1	6
CRO_T131435	0	0	0	0	0
CRO_T131437	60	57	79	56	70
CRO_T131438	38	39	38	33	45
CRO_T131439	14	16	17	16	20
CRO_T131440	20	19	21	17	22
CRO_T131441	0	0	0	0	0
CRO_T131442	5	3	2	1	3
CRO_T131443	4	5	6	7	6
CRO_T131444	22	22	25	25	24
CRO_T131446	0	2	1	1	12
CRO_T131447	4	5	4	4	5
CRO_T131448	110	89	83	103	89
CRO_T131449	25	24	29	29	24
CRO_T131451	17	14	19	19	14
CRO_T131452	10	5	9	10	7
CRO_T131453	13	12	14	13	13
CRO_T131455	0	0	0	0	0
CRO_T131456	6	1	0	2	1
CRO_T131457	1	1	0	0	0
CRO_T131459	0	0	0	0	0
CRO_T131460	16	19	18	19	28
CRO_T131461	0	0	0	0	0
CRO_T131462	0	0	0	0	0
CRO_T131463	20	24	25	21	28
CRO_T131464	0	0	0	0	0
CRO_T131465	0	0	0	0	0
CRO_T131466	18	16	14	18	18
CRO_T131467	47	45	56	44	54
CRO_T131468	4	5	7	5	6
CRO_T131469	3928	3931	3738	4176	3291
CRO_T131470	31	29	36	30	42
CRO_T131471	82	76	86	64	88
CRO_T131472	5	8	4	4	7
CRO_T131473	152	133	141	123	133
CRO_T131474	12	13	14	13	13
CRO_T131475	10	10	13	10	13
CRO_T131476	1	0	0	1	1
CRO_T131478	4	3	2	3	3
CRO_T131479	0	0	0	0	0
CRO_T131480	8	4	11	4	5
CRO_T131481	18	16	22	18	17
CRO_T131482	19	17	20	18	16
CRO_T131484	0	0	0	0	0
CRO_T131485	0	0	0	0	0
CRO_T131486	0	0	0	0	0
CRO_T131487	0	0	0	0	0
CRO_T131489	0	0	0	0	0
CRO_T131490	0	0	0	0	0
CRO_T131491	8	8	5	5	7
CRO_T131492	9	9	9	7	8
CRO_T131493	1	1	0	0	1
CRO_T131494	1	3	1	2	2
CRO_T131495	0	0	0	0	0
CRO_T131496	0	0	0	0	0
CRO_T131497	6	4	31	15	13
CRO_T131498	23	28	27	22	18
CRO_T131499	401	389	294	350	304
CRO_T131500	0	0	1	0	0
CRO_T131501	0	0	0	0	0
CRO_T131502	15	15	15	18	15
CRO_T131503	45	37	39	38	37
CRO_T131504	5023	4793	4036	4556	3969
CRO_T131505	53	55	63	56	80
CRO_T131506	12	11	8	11	10
CRO_T131507	19	18	21	20	20
CRO_T131508	8	9	4	7	6
CRO_T131509	0	0	0	0	0
CRO_T131511	6	1	0	0	0
CRO_T131512	36	29	38	32	37
CRO_T131513	0	0	0	0	0
CRO_T131514	0	0	0	0	0
CRO_T131515	0	0	0	0	0
CRO_T131516	0	0	0	0	0
CRO_T131517	0	0	0	0	0
CRO_T131518	11	12	14	14	13
CRO_T131520	0	0	0	0	0
CRO_T131521	198	146	55	111	84
CRO_T131522	12	11	10	10	14
CRO_T131523	12	14	15	12	18
CRO_T131524	0	0	0	0	0
CRO_T131525	1	2	3	2	5
CRO_T131526	47	45	63	57	41
CRO_T131527	0	0	0	0	0
CRO_T131528	0	0	0	0	0
CRO_T131529	149	173	150	127	167
CRO_T131530	13	11	12	16	11
CRO_T131532	0	0	0	0	0
CRO_T131533	7	9	11	10	12
CRO_T131535	41	44	42	36	43
CRO_T131536	0	0	1	1	0
CRO_T131537	0	0	0	0	0
CRO_T131538	0	0	0	0	0
CRO_T131539	6	10	4	5	11
CRO_T131540	10	10	11	7	8
CRO_T131541	11	11	13	16	13
CRO_T131542	2	2	3	3	2
CRO_T131543	0	0	0	0	0
CRO_T131544	0	0	0	0	0
CRO_T131545	0	0	0	0	0
CRO_T131546	53	59	60	66	75
CRO_T131547	156	159	170	147	167
CRO_T131548	0	0	0	0	0
CRO_T131549	0	0	0	0	0
CRO_T131550	0	0	0	0	0
CRO_T131551	0	0	0	0	0
CRO_T131552	14	13	14	14	14
CRO_T131553	28	25	30	21	25
CRO_T131554	19	20	18	21	19
CRO_T131555	6	6	7	6	7
CRO_T131557	12	20	27	21	23
CRO_T131558	10	9	11	11	12
CRO_T131559	17	17	19	19	21
CRO_T131560	0	0	0	0	1
CRO_T131561	0	0	0	0	0
CRO_T131562	0	0	0	0	0
CRO_T131563	0	0	0	0	0
CRO_T131564	0	0	0	0	0
CRO_T131568	0	0	0	0	4
CRO_T131569	0	0	0	0	0
CRO_T131571	18	14	16	20	18
CRO_T131572	0	0	0	0	0
CRO_T131573	14	8	54	44	37
CRO_T131574	0	0	0	0	0
CRO_T131575	0	0	0	0	0
CRO_T131576	0	0	0	0	0
CRO_T131577	0	0	0	0	0
CRO_T131578	0	0	0	0	0
CRO_T131579	0	0	0	0	0
CRO_T131580	0	0	0	0	0
CRO_T131581	0	0	0	0	0
CRO_T131582	0	0	0	0	0
CRO_T131583	0	0	0	0	0
CRO_T131584	0	0	0	0	0
CRO_T131585	42	39	43	42	42
CRO_T131586	5	7	7	8	7
CRO_T131587	2	6	6	9	6
CRO_T131588	13	11	12	12	13
CRO_T131589	0	0	0	0	0
CRO_T131590	0	0	0	0	0
CRO_T131591	64	66	75	79	87
CRO_T131593	86	104	99	80	120
CRO_T131594	0	0	0	0	0
CRO_T131595	12	13	14	11	16
CRO_T131596	23	24	26	24	29
CRO_T131597	13	11	13	11	15
CRO_T131598	17	17	18	18	16
CRO_T131599	8	7	12	8	12
CRO_T131600	558	578	563	516	592
CRO_T131601	18	19	21	19	21
CRO_T131602	41	33	39	33	37
CRO_T131603	34	38	45	45	45
CRO_T131604	6	5	8	6	10
CRO_T131605	5	6	4	6	5
CRO_T131606	15	13	16	16	16
CRO_T131607	0	0	0	0	0
CRO_T131608	0	0	0	0	0
CRO_T131611	0	0	0	0	0
CRO_T131612	18	17	18	18	23
CRO_T131613	7	6	9	7	8
CRO_T131614	50	52	58	56	60
CRO_T131615	6	5	6	5	5
CRO_T131616	0	0	0	0	0
CRO_T131617	6	7	6	6	7
CRO_T131618	23	20	29	25	21
CRO_T131619	13	13	18	17	16
CRO_T131620	0	0	1	0	0
CRO_T131621	3	2	3	2	1
CRO_T131622	26	22	22	25	25
CRO_T131623	15	13	13	9	27
CRO_T131624	8	8	10	8	11
CRO_T131626	0	0	0	0	0
CRO_T131628	139	136	165	135	153
CRO_T131629	37	34	35	32	38
CRO_T131632	0	0	0	0	0
CRO_T131633	0	0	0	0	0
CRO_T131634	0	0	0	0	0
CRO_T131635	32	30	32	31	31
CRO_T131636	5	3	5	6	5
CRO_T131637	0	0	0	0	0
CRO_T131638	23	21	31	28	26
CRO_T131639	0	0	0	0	0
CRO_T131640	21	22	26	24	28
CRO_T131641	0	0	0	0	0
CRO_T131642	4	4	5	3	4
CRO_T131643	11044	11107	10378	12432	8821
CRO_T131644	0	0	0	0	0
CRO_T131646	0	0	0	0	0
CRO_T131648	0	0	0	0	0
CRO_T131649	0	0	0	0	0
CRO_T131650	1	1	2	1	1
CRO_T131651	0	0	0	0	0
CRO_T131652	110	110	105	93	103
CRO_T131653	13	10	25	16	18
CRO_T131657	18	15	19	19	19
CRO_T131658	3	3	4	3	4
CRO_T131659	0	0	0	0	0
CRO_T131660	1448	1496	1427	1542	1159
CRO_T131661	6	7	4	3	7
CRO_T131662	42	41	50	55	41
CRO_T131663	0	0	0	0	0
CRO_T131664	0	0	0	0	0
CRO_T131665	0	0	0	0	0
CRO_T131666	30	30	38	26	31
CRO_T131667	50	44	44	44	36
CRO_T131669	9	10	12	10	12
CRO_T131670	18	17	19	19	19
CRO_T131672	21	23	26	26	26
CRO_T131674	2	1	2	2	1
CRO_T131675	2	2	2	2	2
CRO_T131678	0	0	0	0	0
CRO_T131679	0	0	0	0	0
CRO_T131680	103	103	110	114	110
CRO_T131681	8	8	11	8	11
CRO_T131682	29	38	34	33	53
CRO_T131683	35	36	49	38	39
CRO_T131684	9	10	11	10	13
CRO_T131685	0	0	0	0	0
CRO_T131686	0	0	0	0	0
CRO_T131687	17	16	20	18	17
CRO_T131688	14	13	14	13	14
CRO_T131689	0	0	0	0	0
CRO_T131690	0	0	0	0	0
CRO_T131691	0	0	0	0	0
CRO_T131692	7	8	8	8	9
CRO_T131693	36	35	38	41	45
CRO_T131694	8	9	8	9	11
CRO_T131695	10	9	11	10	10
CRO_T131696	0	0	0	0	0
CRO_T131698	0	0	0	0	0
CRO_T131699	40	28	27	13	14
CRO_T131702	31	15	22	11	17
CRO_T131703	20	17	18	19	20
CRO_T131704	9	10	9	5	15
CRO_T131705	21	13	17	15	13
CRO_T131706	16	18	17	9	27
CRO_T131707	7	10	4	4	8
CRO_T131708	15	9	12	6	8
CRO_T131709	3	3	4	2	3
CRO_T131710	23	19	29	20	19
CRO_T131711	7	5	7	6	5
CRO_T131712	10	10	8	6	6
CRO_T131713	57	68	61	75	66
CRO_T131714	23	17	22	19	21
CRO_T131715	2	2	4	1	2
CRO_T131718	3	2	4	4	4
CRO_T131719	17	17	14	16	20
CRO_T131720	2	2	4	3	3
CRO_T131722	0	0	0	0	0
CRO_T131724	36	35	29	25	37
CRO_T131725	0	0	0	0	0
CRO_T131726	34	32	46	41	40
CRO_T131727	24	23	22	18	27
CRO_T131728	318	396	335	246	431
CRO_T131731	36	37	43	41	50
CRO_T131733	3	3	2	2	3
CRO_T131734	97	91	102	86	109
CRO_T131735	13	11	14	13	11
CRO_T131736	0	0	0	0	0
CRO_T131737	30	25	27	31	22
CRO_T131738	799	803	774	872	624
CRO_T131739	16	18	14	17	17
CRO_T131740	0	0	0	0	0
CRO_T131741	20	15	21	19	20
CRO_T131742	16	15	19	20	18
CRO_T131743	144	124	162	180	142
CRO_T131745	18	15	23	16	20
CRO_T131746	61	57	61	50	63
CRO_T131748	0	0	0	0	0
CRO_T131749	0	0	0	0	0
CRO_T131750	3	3	5	6	13
CRO_T131751	1	1	1	2	2
CRO_T131752	93	91	105	85	107
CRO_T131753	0	0	0	0	0
CRO_T131754	29	25	35	33	34
CRO_T131755	1	0	1	0	0
CRO_T131756	0	0	0	0	0
CRO_T131757	12	9	70	19	33
CRO_T131758	12	12	97	34	39
CRO_T131759	0	0	0	0	0
CRO_T131761	576	714	663	527	847
CRO_T131762	17	13	13	9	17
CRO_T131763	0	0	0	0	0
CRO_T131764	124	129	115	125	120
CRO_T131765	118	128	104	107	119
CRO_T131766	81	87	94	91	90
CRO_T131767	114	113	119	102	121
CRO_T131768	27	26	29	26	30
CRO_T131769	11	12	14	12	14
CRO_T131770	56	47	53	43	43
CRO_T131771	0	0	0	0	0
CRO_T131772	74	71	77	62	63
CRO_T131773	8	8	9	8	10
CRO_T131774	13	13	19	15	13
CRO_T131775	5	6	7	7	6
CRO_T131776	22	25	24	23	33
CRO_T131777	41	44	59	52	59
CRO_T131778	20	19	21	20	22
CRO_T131779	0	0	0	0	0
CRO_T131780	0	0	0	0	0
CRO_T131781	31	26	31	33	33
CRO_T131783	2	0	3	2	2
CRO_T131784	40	38	38	39	34
CRO_T131785	13	14	16	17	15
CRO_T131786	4	5	6	5	6
CRO_T131787	69	60	64	63	67
CRO_T131788	11	9	11	12	10
CRO_T131789	10	9	9	19	15
CRO_T131790	18	18	19	18	20
CRO_T131791	0	0	0	0	0
CRO_T131792	8	4	5	4	5
CRO_T131793	75	70	153	109	108
CRO_T131794	47	51	47	48	52
CRO_T131795	117	144	125	129	134
CRO_T131796	8	7	8	9	8
CRO_T131797	20	17	21	21	19
CRO_T131798	0	0	0	0	0
CRO_T131799	24	24	25	19	29
CRO_T131801	0	0	0	0	0
CRO_T131803	36	35	34	41	41
CRO_T131804	0	0	0	0	0
CRO_T131805	174	144	182	161	193
CRO_T131806	0	0	0	0	0
CRO_T131807	0	0	0	0	0
CRO_T131808	0	0	0	0	0
CRO_T131810	2	1	1	2	2
CRO_T131811	14	13	19	15	16
CRO_T131812	84	84	88	90	96
CRO_T131813	6	7	6	6	6
CRO_T131814	14	15	18	16	18
CRO_T131816	4	5	5	6	7
CRO_T131817	10	11	13	10	13
CRO_T131818	0	0	0	0	0
CRO_T131819	13	14	18	15	21
CRO_T131820	0	0	0	0	0
CRO_T131821	6	5	10	7	7
CRO_T131822	5	7	8	6	6
CRO_T131823	4	12	32	10	24
CRO_T131824	3	3	5	5	6
CRO_T131825	28	30	33	29	34
CRO_T131826	0	0	0	0	0
CRO_T131827	18	17	21	19	19
CRO_T131828	3	4	5	5	5
CRO_T131829	1	1	1	1	1
CRO_T131830	358	397	324	315	329
CRO_T131831	156	161	152	149	165
CRO_T131832	103	101	137	124	107
CRO_T131833	0	0	0	0	0
CRO_T131834	2	3	3	3	3
CRO_T131835	0	0	0	0	1
CRO_T131836	12	11	13	12	11
CRO_T131837	92	81	106	94	91
CRO_T131838	3	4	2	2	6
CRO_T131839	0	1	1	1	2
CRO_T131840	48	40	46	41	44
CRO_T131841	558	575	483	459	506
CRO_T131842	4	2	6	5	4
CRO_T131843	27	27	25	23	23
CRO_T131844	12	14	8	13	15
CRO_T131845	3	5	5	6	6
CRO_T131846	13	11	17	17	13
CRO_T131847	59	47	58	64	46
CRO_T131848	27	19	27	28	27
CRO_T131849	156	137	174	155	152
CRO_T131850	9	8	9	9	10
CRO_T131851	169	207	202	175	259
CRO_T131852	4	5	7	4	4
CRO_T131853	0	0	0	0	0
CRO_T131854	10	11	13	12	10
CRO_T131855	26	22	22	22	23
CRO_T131856	0	0	0	0	0
CRO_T131857	1	2	3	2	3
CRO_T131858	0	0	1	1	0
CRO_T131859	0	0	0	0	0
CRO_T131860	62	58	58	67	46
CRO_T131861	0	0	0	0	0
CRO_T131862	0	0	0	0	0
CRO_T131863	0	0	0	0	0
CRO_T131865	10	9	16	11	13
CRO_T131866	62	54	62	57	61
CRO_T131867	0	0	0	0	0
CRO_T131868	32	26	37	34	29
CRO_T131869	4	4	5	5	6
CRO_T131870	12	12	15	15	13
CRO_T131871	17	15	34	22	19
CRO_T131872	0	0	0	0	0
CRO_T131873	4	5	5	4	5
CRO_T131876	7	8	10	8	11
CRO_T131877	22	20	28	21	22
CRO_T131878	4	4	5	4	3
CRO_T131879	77	69	77	71	69
CRO_T131880	8	5	2	5	2
CRO_T131881	6	5	7	6	6
CRO_T131882	9	9	7	5	12
CRO_T131883	3	2	3	3	2
CRO_T131884	33	34	36	35	39
CRO_T131885	35	27	37	32	33
CRO_T131886	11	11	15	12	13
CRO_T131887	261	282	275	253	310
CRO_T131888	4	5	5	4	4
CRO_T131889	11	10	9	9	10
CRO_T131891	35	40	35	39	35
CRO_T131892	7	6	6	11	9
CRO_T131893	10	6	7	8	7
CRO_T131894	23	21	24	27	26
CRO_T131895	0	0	0	0	0
CRO_T131896	28	26	34	33	37
CRO_T131897	0	1	1	1	1
CRO_T131898	29	30	29	28	37
CRO_T131899	1	2	1	1	2
CRO_T131900	2	2	2	1	2
CRO_T131901	0	0	0	0	0
CRO_T131902	1	1	1	1	1
CRO_T131903	0	0	0	0	0
CRO_T131904	28	26	32	32	30
CRO_T131905	40	41	37	41	38
CRO_T131906	13	13	14	14	16
CRO_T131907	46	38	45	41	39
CRO_T131908	18	18	29	21	29
CRO_T131909	6	7	13	7	7
CRO_T131910	10	11	12	11	13
CRO_T131911	9	9	9	7	9
CRO_T131912	3	4	4	4	5
CRO_T131913	12	11	11	10	13
CRO_T131914	14	18	13	22	15
CRO_T131915	12	10	11	13	15
CRO_T131916	2	2	3	2	2
CRO_T131917	2	2	3	2	3
CRO_T131918	0	0	0	0	0
CRO_T131919	11	10	22	17	9
CRO_T131920	9	12	10	14	16
CRO_T131922	9	7	11	8	8
CRO_T131923	2	1	1	1	1
CRO_T131924	2	1	2	2	1
CRO_T131925	109	105	121	115	120
CRO_T131926	0	0	0	0	0
CRO_T131927	1	1	2	1	1
CRO_T131929	32	36	34	35	42
CRO_T131930	70	56	76	56	54
CRO_T131931	0	0	0	0	0
CRO_T131932	2	1	4	1	4
CRO_T131933	14	12	14	13	16
CRO_T131934	3	3	5	4	4
CRO_T131935	88	85	80	75	95
CRO_T131936	13	14	12	7	13
CRO_T131937	0	0	0	0	0
CRO_T131938	16	30	26	13	72
CRO_T131939	1908	1876	2566	2075	2040
CRO_T131940	0	0	0	0	0
CRO_T131941	0	0	0	0	0
CRO_T131942	0	0	0	0	18
CRO_T131943	0	0	0	0	0
CRO_T131944	65	47	102	80	53
CRO_T131945	9	7	10	10	11
CRO_T131946	11	12	12	11	17
CRO_T131947	61	68	48	51	63
CRO_T131948	74	105	57	81	74
CRO_T131949	11	12	13	14	13
CRO_T131950	19	19	21	21	18
CRO_T131951	12	11	14	12	13
CRO_T131952	1	2	2	3	3
CRO_T131953	52	44	51	40	44
CRO_T131954	17	17	21	20	17
CRO_T131955	45	49	38	42	63
CRO_T131956	58	69	48	50	83
CRO_T131957	56	59	45	56	53
CRO_T131958	0	0	0	0	0
CRO_T131959	4	4	6	6	5
CRO_T131961	2	1	0	1	1
CRO_T131962	0	0	0	0	0
CRO_T131964	10	11	12	8	11
CRO_T131965	0	0	0	0	0
CRO_T131966	0	0	0	0	0
CRO_T131967	5	5	7	5	6
CRO_T131968	3	4	5	4	5
CRO_T131969	0	0	0	0	0
CRO_T131970	4	6	6	6	7
CRO_T131971	77	78	99	91	100
CRO_T131972	168	203	198	200	189
CRO_T131973	46	42	40	24	54
CRO_T131974	177	182	157	170	161
CRO_T131975	312	304	464	381	430
CRO_T131976	75	79	83	69	87
CRO_T131977	10	11	12	10	12
CRO_T131978	42	37	45	56	33
