target_id 	 Ck_1 	 CK_2 	 ET_1 	 ET_2 	 ET_3 
CRO_T106977	0	0	0	0	0
CRO_T106978	0	0	0	0	0
CRO_T106979	0	0	1	1	1
CRO_T106981	2	3	1	1	2
CRO_T106982	0	0	0	0	0
CRO_T106983	0	0	0	0	0
CRO_T106984	4	4	5	6	4
CRO_T106985	0	0	0	0	0
CRO_T106986	0	0	0	0	0
CRO_T106987	0	0	0	1	1
CRO_T106988	10	6	9	4	6
CRO_T106989	0	0	0	0	0
CRO_T106990	17	10	13	7	12
CRO_T106992	0	0	0	0	0
CRO_T106994	34	32	52	36	33
CRO_T106995	0	0	0	0	0
CRO_T106996	0	0	0	0	0
CRO_T106997	0	0	0	0	0
CRO_T106998	0	0	0	0	0
CRO_T106999	0	0	0	0	0
CRO_T107001	0	0	0	0	0
CRO_T107002	0	0	0	0	0
CRO_T107003	141	127	109	121	136
CRO_T107004	0	0	0	0	0
CRO_T107005	0	0	0	0	0
CRO_T107006	0	0	0	0	0
CRO_T107007	0	0	0	0	0
CRO_T107008	1	1	1	0	1
CRO_T107009	0	0	0	0	0
CRO_T107011	0	0	0	0	0
CRO_T107012	0	0	0	0	0
CRO_T107013	0	0	0	0	0
CRO_T107014	0	0	0	0	0
CRO_T107015	0	0	0	0	0
CRO_T107016	0	0	0	0	0
CRO_T107017	0	0	0	0	0
CRO_T107018	0	0	0	0	0
CRO_T107020	0	0	0	0	0
CRO_T107022	0	0	0	0	0
CRO_T107023	0	0	0	0	0
CRO_T107024	0	0	0	0	0
CRO_T107025	19	15	17	19	18
CRO_T107026	6	6	6	5	7
CRO_T107027	0	0	0	0	0
CRO_T107028	0	0	0	0	0
CRO_T107029	0	0	0	0	0
CRO_T107031	0	0	0	0	0
CRO_T107032	38	39	46	51	51
CRO_T107033	0	0	0	0	0
CRO_T107034	143	115	140	141	132
CRO_T107035	0	0	0	0	0
CRO_T107036	49	48	60	50	54
CRO_T107038	0	0	0	0	0
CRO_T107040	0	0	0	0	0
CRO_T107041	0	0	0	0	0
CRO_T107043	12	14	11	8	14
CRO_T107044	1	2	4	2	3
CRO_T107045	66	69	80	67	79
CRO_T107046	0	0	0	0	0
CRO_T107047	0	0	0	0	0
CRO_T107049	2	2	3	2	3
CRO_T107050	6	5	5	3	7
CRO_T107051	0	0	0	0	0
CRO_T107053	0	0	0	0	0
CRO_T107055	15	18	14	13	22
CRO_T107056	0	0	0	0	0
CRO_T107057	0	0	1	0	0
CRO_T107058	0	0	0	0	0
CRO_T107059	1	1	2	0	1
CRO_T107060	0	0	0	0	0
CRO_T107062	0	0	0	0	0
CRO_T107063	2	1	2	1	3
CRO_T107065	0	0	0	0	0
CRO_T107068	6	6	5	5	5
CRO_T107070	0	0	0	0	0
CRO_T107071	10	12	12	12	12
CRO_T107072	59	65	62	67	60
CRO_T107073	0	0	0	0	0
CRO_T107074	0	0	0	0	0
CRO_T107075	0	0	0	0	0
CRO_T107076	0	0	0	0	0
CRO_T107077	3	4	5	5	4
CRO_T107078	0	0	0	0	0
CRO_T107079	0	0	0	0	0
CRO_T107080	0	0	0	0	0
CRO_T107082	36	28	41	41	41
CRO_T107083	93	59	73	68	76
CRO_T107084	32	32	32	27	33
CRO_T107087	0	0	0	0	0
CRO_T107088	0	0	0	0	1
CRO_T107089	0	0	0	0	0
CRO_T107091	0	0	0	0	0
CRO_T107092	34	28	45	35	34
CRO_T107094	0	0	0	0	0
CRO_T107095	18	19	23	23	20
CRO_T107096	0	0	0	0	0
CRO_T107097	0	0	0	0	0
CRO_T107099	0	0	0	0	0
CRO_T107101	0	0	0	0	0
CRO_T107102	0	0	0	0	0
CRO_T107103	0	0	0	0	0
CRO_T107104	0	0	0	0	1
CRO_T107105	0	0	0	0	0
CRO_T107106	0	0	0	0	0
CRO_T107107	0	0	0	0	0
CRO_T107108	0	0	0	0	0
CRO_T107110	340	371	287	360	313
CRO_T107111	13	13	16	15	14
CRO_T107113	48	38	35	30	37
CRO_T107114	66	60	69	61	69
CRO_T107116	62	46	60	74	49
CRO_T107117	8	8	9	8	8
CRO_T107118	0	0	0	0	0
CRO_T107119	0	0	0	0	0
CRO_T107120	0	0	0	0	0
CRO_T107121	0	0	0	0	0
CRO_T107122	0	0	0	0	0
CRO_T107123	0	0	2	0	0
CRO_T107124	0	0	0	0	0
CRO_T107125	0	0	0	0	0
CRO_T107127	0	0	0	0	0
CRO_T107128	520	607	503	396	595
CRO_T107129	12	12	16	14	16
CRO_T107131	7	8	8	8	9
CRO_T107132	32	27	32	33	31
CRO_T107133	0	0	0	0	0
CRO_T107134	71	75	80	74	79
CRO_T107135	0	0	0	0	0
CRO_T107136	0	0	0	0	0
CRO_T107138	12	12	14	13	15
CRO_T107139	202	198	257	189	249
CRO_T107140	0	0	0	0	0
CRO_T107142	0	0	0	0	0
CRO_T107143	15	16	17	14	19
CRO_T107144	0	0	0	0	0
CRO_T107145	0	0	0	0	0
CRO_T107146	0	0	0	0	0
CRO_T107147	340	363	280	335	301
CRO_T107148	8	11	10	7	10
CRO_T107149	0	0	0	0	0
CRO_T107150	0	0	0	0	0
CRO_T107151	0	0	0	0	0
CRO_T107152	0	0	0	0	0
CRO_T107153	0	0	0	0	0
CRO_T107154	0	0	0	0	0
CRO_T107155	0	0	0	0	0
CRO_T107156	28	17	35	23	36
CRO_T107157	7	7	8	9	6
CRO_T107158	1	1	3	1	1
CRO_T107160	0	0	0	0	0
CRO_T107161	0	0	0	0	0
CRO_T107162	199	188	216	232	201
CRO_T107163	0	0	0	0	0
CRO_T107164	0	0	0	0	0
CRO_T107165	0	0	0	0	0
CRO_T107166	0	0	0	0	0
CRO_T107167	1	2	1	1	4
CRO_T107168	91	98	102	82	114
CRO_T107169	247	291	268	219	347
CRO_T107170	45	42	54	50	47
CRO_T107171	0	0	0	0	0
CRO_T107172	11	7	13	12	10
CRO_T107173	0	0	0	0	0
CRO_T107174	22	23	25	22	27
CRO_T107175	18	15	21	19	18
CRO_T107176	4	3	5	5	5
CRO_T107177	21	19	23	26	21
CRO_T107178	19	16	21	20	20
CRO_T107179	4	5	3	2	8
CRO_T107181	1	1	0	1	0
CRO_T107182	0	0	0	0	0
CRO_T107183	0	0	0	0	0
CRO_T107184	0	0	0	0	0
CRO_T107185	19	13	35	33	34
CRO_T107186	18	15	21	23	24
CRO_T107188	0	0	0	0	0
CRO_T107190	0	0	0	0	0
CRO_T107192	51	53	38	45	47
CRO_T107193	13	9	79	37	710
CRO_T107194	161	158	82	58	113
CRO_T107196	0	0	0	0	0
CRO_T107198	0	0	0	0	0
CRO_T107200	0	0	0	0	0
CRO_T107201	0	0	0	0	0
CRO_T107202	177	185	151	112	249
CRO_T107203	0	0	0	0	0
CRO_T107204	11	8	11	11	9
CRO_T107205	24	27	33	29	28
CRO_T107206	0	0	0	0	0
CRO_T107207	8	13	12	9	13
CRO_T107209	17	18	26	27	24
CRO_T107210	0	0	0	0	0
CRO_T107211	0	0	0	0	0
CRO_T107212	0	0	0	0	0
CRO_T107213	11	11	13	13	13
CRO_T107214	60	52	52	56	50
CRO_T107215	0	0	0	0	0
CRO_T107216	100	105	124	104	150
CRO_T107218	9	10	11	10	13
CRO_T107220	0	1	0	0	0
CRO_T107221	10	9	13	12	12
CRO_T107222	0	0	0	0	0
CRO_T107223	14	12	13	8	14
CRO_T107224	1	0	1	0	0
CRO_T107225	0	0	0	0	0
CRO_T107226	10	9	11	9	11
CRO_T107227	0	0	0	0	0
CRO_T107228	4	5	7	5	7
CRO_T107229	0	0	0	0	0
CRO_T107230	12	12	17	13	12
CRO_T107232	24	22	26	25	24
CRO_T107233	16	16	21	19	19
CRO_T107234	1	0	0	1	0
CRO_T107235	2	1	3	2	3
CRO_T107237	0	0	0	0	0
CRO_T107238	0	0	0	0	0
CRO_T107239	0	0	0	0	0
CRO_T107241	0	1	0	0	1
CRO_T107242	6	4	7	8	7
CRO_T107244	34	33	49	29	39
CRO_T107245	28	30	30	33	31
CRO_T107246	7	7	8	9	7
CRO_T107247	5	5	5	5	6
CRO_T107248	17	13	21	20	13
CRO_T107249	76	59	52	81	57
CRO_T107250	3	3	2	4	3
CRO_T107251	0	0	0	0	0
CRO_T107252	82	78	78	70	88
CRO_T107253	1	1	1	1	1
CRO_T107255	0	0	0	0	0
CRO_T107256	0	0	0	0	0
CRO_T107257	0	0	0	0	0
CRO_T107258	4	3	5	4	4
CRO_T107259	19	20	21	22	20
CRO_T107260	3	3	4	3	5
CRO_T107261	0	0	0	0	0
CRO_T107262	0	0	0	0	0
CRO_T107263	0	0	0	0	0
CRO_T107264	0	0	0	0	0
CRO_T107265	0	0	0	0	0
CRO_T107266	3	3	5	4	4
CRO_T107267	1	0	0	0	0
CRO_T107268	5	5	8	6	8
CRO_T107269	31	33	60	47	44
CRO_T107271	0	0	0	0	0
CRO_T107272	2	1	1	2	1
CRO_T107273	5	5	5	5	4
CRO_T107274	48	51	50	49	51
CRO_T107275	0	0	0	0	0
CRO_T107276	0	0	0	0	0
CRO_T107277	0	0	0	0	0
CRO_T107278	9	9	12	9	13
CRO_T107279	13	14	12	10	15
CRO_T107280	0	0	0	0	0
CRO_T107281	0	0	0	0	0
CRO_T107282	17	18	18	20	18
CRO_T107283	16	15	17	19	16
CRO_T107284	1	0	1	0	1
CRO_T107286	26	25	29	25	26
CRO_T107287	4	4	4	4	3
CRO_T107288	0	0	0	0	0
CRO_T107289	0	0	0	0	0
CRO_T107290	3	5	4	4	5
CRO_T107291	16	15	21	18	20
CRO_T107292	0	0	0	0	0
CRO_T107293	52	48	57	50	54
CRO_T107294	29	24	29	30	29
CRO_T107295	22	20	19	17	19
CRO_T107296	2	2	2	2	2
CRO_T107297	0	0	0	0	0
CRO_T107298	1	2	2	2	2
CRO_T107299	8	8	10	7	6
CRO_T107300	6	7	7	7	9
CRO_T107302	0	0	0	0	0
CRO_T107304	0	0	0	0	0
CRO_T107305	4	3	4	4	5
CRO_T107307	0	0	0	0	0
CRO_T107308	0	0	0	0	0
CRO_T107309	0	0	1	0	1
CRO_T107310	0	0	0	0	0
CRO_T107311	0	0	0	0	0
CRO_T107312	0	0	0	0	0
CRO_T107313	0	0	0	0	0
CRO_T107314	0	0	0	0	0
CRO_T107315	0	0	0	0	0
CRO_T107316	0	0	0	0	0
CRO_T107317	0	0	0	0	0
CRO_T107318	2	2	1	0	4
CRO_T107319	0	0	0	0	0
CRO_T107320	25	21	21	20	18
CRO_T107321	0	0	0	0	0
CRO_T107322	0	0	0	0	0
CRO_T107324	0	0	0	0	0
CRO_T107325	0	0	0	0	0
CRO_T107326	190	187	269	89	361
CRO_T107327	0	0	0	0	0
CRO_T107328	0	0	0	0	0
CRO_T107329	0	0	0	0	0
CRO_T107330	11	10	11	11	12
CRO_T107331	95	93	115	90	105
CRO_T107332	0	0	0	0	0
CRO_T107333	13	13	16	9	13
CRO_T107334	0	0	0	0	0
CRO_T107335	0	0	0	0	0
CRO_T107336	13	16	13	12	17
CRO_T107337	11	10	12	10	11
CRO_T107338	5	4	5	4	4
CRO_T107339	117	116	117	90	116
CRO_T107340	0	0	0	0	0
CRO_T107342	0	0	0	0	0
CRO_T107344	0	0	0	1	0
CRO_T107346	1	1	2	1	1
CRO_T107347	0	0	0	0	0
CRO_T107348	0	0	0	0	0
CRO_T107349	0	0	0	0	0
CRO_T107350	0	0	0	0	1
CRO_T107351	96	75	88	85	63
CRO_T107352	0	0	0	0	0
CRO_T107353	0	0	0	0	0
CRO_T107354	0	0	0	0	0
CRO_T107355	9	10	15	10	12
CRO_T107356	0	0	0	0	0
CRO_T107357	20	16	21	23	19
CRO_T107358	8	7	8	6	7
CRO_T107359	17	18	23	21	22
CRO_T107360	294	261	298	282	292
CRO_T107361	25	19	35	31	27
CRO_T107362	0	0	0	0	0
CRO_T107363	19	20	21	21	23
CRO_T107365	0	0	0	0	0
CRO_T107366	0	0	0	0	0
CRO_T107367	0	0	0	0	0
CRO_T107368	0	0	0	0	0
CRO_T107370	0	0	0	0	0
CRO_T107372	0	0	0	0	0
CRO_T107374	0	0	0	0	0
CRO_T107376	25	23	21	18	22
CRO_T107378	0	0	1	0	1
CRO_T107379	2	2	0	0	2
CRO_T107380	2	2	2	1	2
CRO_T107381	678	649	653	565	602
CRO_T107382	0	0	0	0	0
CRO_T107384	580	438	555	496	507
CRO_T107385	0	0	0	0	0
CRO_T107386	0	0	0	0	0
CRO_T107387	5838	3623	5606	4942	4473
CRO_T107388	7	6	6	22	19
CRO_T107389	0	0	0	0	0
CRO_T107391	8	6	8	8	7
CRO_T107392	34	31	30	49	40
CRO_T107393	0	0	0	0	0
CRO_T107395	56	53	56	54	50
CRO_T107396	0	0	0	0	0
CRO_T107397	0	0	0	0	0
CRO_T107398	11	11	14	14	15
CRO_T107399	23	19	26	26	18
CRO_T107400	0	0	0	0	0
CRO_T107404	0	0	0	0	0
CRO_T107406	0	0	0	0	1
CRO_T107407	0	0	0	0	0
CRO_T107408	0	0	0	0	0
CRO_T107409	0	0	0	0	0
CRO_T107410	0	0	0	0	0
CRO_T107411	0	0	0	0	0
CRO_T107412	0	0	0	0	0
CRO_T107413	0	0	0	0	0
CRO_T107414	0	0	0	0	0
CRO_T107416	0	0	0	0	0
CRO_T107417	0	0	0	0	0
CRO_T107418	0	0	0	0	0
CRO_T107419	0	0	0	0	0
CRO_T107420	0	0	0	0	0
CRO_T107423	0	0	0	0	0
CRO_T107424	0	0	0	0	0
CRO_T107425	32	36	30	32	37
CRO_T107426	7	5	6	8	7
CRO_T107427	0	0	0	0	0
CRO_T107428	0	0	0	0	0
CRO_T107429	0	0	0	0	0
CRO_T107430	0	0	0	0	0
CRO_T107431	1	2	3	3	1
CRO_T107432	0	0	0	0	0
CRO_T107434	0	0	0	0	0
CRO_T107435	0	0	0	0	0
CRO_T107436	0	0	0	0	0
CRO_T107437	0	0	0	0	0
CRO_T107438	5	7	7	7	8
CRO_T107439	0	0	0	0	0
CRO_T107440	2	2	1	2	2
CRO_T107441	66	68	69	56	80
CRO_T107444	12	13	15	13	16
CRO_T107445	0	0	0	0	0
CRO_T107446	0	0	0	0	0
CRO_T107447	0	0	0	0	0
CRO_T107448	2	2	3	3	1
CRO_T107449	51	39	63	60	47
CRO_T107450	0	0	0	0	0
CRO_T107451	0	0	0	0	0
CRO_T107452	0	0	0	0	0
CRO_T107453	42	37	42	41	43
CRO_T107454	0	0	0	0	0
CRO_T107455	0	0	0	0	0
CRO_T107457	0	0	0	0	0
CRO_T107458	0	0	0	0	0
CRO_T107460	14	13	19	15	16
CRO_T107461	0	0	0	0	0
CRO_T107462	3	2	2	1	2
CRO_T107463	0	0	0	0	0
CRO_T107465	59	57	78	79	65
CRO_T107467	0	0	0	0	0
CRO_T107468	0	0	0	0	0
CRO_T107469	0	0	0	0	0
CRO_T107471	0	0	0	0	0
CRO_T107473	0	0	0	0	0
CRO_T107474	0	0	0	0	0
CRO_T107475	0	0	0	0	0
CRO_T107477	0	0	0	0	0
CRO_T107478	0	0	0	0	0
CRO_T107479	13	12	16	16	16
CRO_T107480	0	0	0	0	0
CRO_T107481	0	0	0	0	0
CRO_T107482	0	0	0	0	0
CRO_T107483	0	0	0	0	0
CRO_T107484	1	0	0	0	1
CRO_T107485	0	0	0	0	0
CRO_T107486	0	0	0	0	0
CRO_T107487	0	0	0	0	0
CRO_T107488	20	18	24	21	18
CRO_T107489	0	0	0	0	0
CRO_T107490	6	7	10	9	10
CRO_T107491	0	0	0	0	0
CRO_T107492	19	18	23	22	21
CRO_T107493	1227	1037	1525	1220	1131
CRO_T107494	0	0	0	0	0
CRO_T107496	0	0	0	0	0
CRO_T107498	0	0	0	0	0
CRO_T107499	0	0	0	0	0
CRO_T107501	0	0	0	0	0
CRO_T107502	0	0	0	0	0
CRO_T107503	194	284	238	189	322
CRO_T107504	0	0	0	0	0
CRO_T107505	0	0	0	0	0
CRO_T107506	0	0	0	0	0
CRO_T107507	17	18	21	22	21
CRO_T107508	18	14	20	17	17
CRO_T107509	0	0	0	0	0
CRO_T107510	77	70	85	84	80
CRO_T107511	27	26	36	34	31
CRO_T107513	0	0	0	0	0
CRO_T107514	0	0	0	0	0
CRO_T107516	60	48	71	68	66
CRO_T107517	90	90	101	85	101
CRO_T107518	0	0	0	0	0
CRO_T107519	9	7	11	8	7
CRO_T107520	78	77	86	74	88
CRO_T107522	27	22	26	25	25
CRO_T107523	20	17	20	20	21
CRO_T107524	13	11	13	11	13
CRO_T107525	0	0	0	0	0
CRO_T107526	0	0	0	0	0
CRO_T107527	0	0	0	2	1
CRO_T107528	62	70	66	75	71
CRO_T107530	3	5	4	3	11
CRO_T107531	114	116	117	110	110
CRO_T107532	0	0	0	0	0
CRO_T107533	3	2	2	1	2
CRO_T107534	0	0	0	0	0
CRO_T107535	4	2	5	3	3
CRO_T107537	0	0	0	0	0
CRO_T107538	0	0	0	0	0
CRO_T107539	8	7	7	5	5
CRO_T107540	122	101	140	119	107
CRO_T107541	112	125	100	115	130
CRO_T107542	0	0	0	0	0
CRO_T107543	0	0	0	0	0
CRO_T107544	2	2	1	1	2
CRO_T107546	0	0	0	1	2
CRO_T107547	0	0	1	0	6
CRO_T107548	0	0	0	0	0
CRO_T107549	0	0	0	0	0
CRO_T107550	0	0	0	2	2
CRO_T107551	0	0	0	0	0
CRO_T107553	0	0	0	0	0
CRO_T107554	10	9	9	9	11
CRO_T107555	0	0	0	0	0
CRO_T107556	0	0	0	0	0
CRO_T107558	0	0	0	0	0
CRO_T107559	0	0	0	0	0
CRO_T107560	0	0	0	0	0
CRO_T107561	97	95	146	101	210
CRO_T107563	2	2	2	2	3
CRO_T107564	2	2	2	2	3
CRO_T107565	0	0	1	0	0
CRO_T107566	2	2	3	3	4
CRO_T107567	100	154	89	43	184
CRO_T107568	17	18	19	16	21
CRO_T107569	44	49	62	46	62
CRO_T107570	9	7	10	9	8
CRO_T107571	0	0	0	0	0
CRO_T107572	0	0	0	0	0
CRO_T107573	17	18	20	17	18
CRO_T107574	0	0	0	0	0
CRO_T107575	0	0	0	0	0
CRO_T107576	3	4	4	3	4
CRO_T107577	12	13	14	14	17
CRO_T107578	19	18	23	21	24
CRO_T107579	20	19	19	19	20
CRO_T107580	49	53	51	54	48
CRO_T107581	0	0	0	0	0
CRO_T107582	0	0	0	0	0
CRO_T107583	0	1	1	0	1
CRO_T107584	0	0	0	0	0
CRO_T107585	0	0	0	0	0
CRO_T107586	0	0	0	0	0
CRO_T107588	0	0	0	0	0
CRO_T107590	36	35	40	37	38
CRO_T107591	0	0	0	0	0
CRO_T107592	24	22	28	26	26
CRO_T107593	6	5	7	7	7
CRO_T107594	26	18	20	23	15
CRO_T107595	9	9	10	10	8
CRO_T107596	0	0	0	0	0
CRO_T107597	0	0	0	0	0
CRO_T107598	1	0	0	1	1
CRO_T107599	1	0	0	2	1
CRO_T107600	0	0	0	0	0
CRO_T107602	29	31	29	33	29
CRO_T107603	0	0	0	0	0
CRO_T107604	0	0	0	0	0
CRO_T107605	0	0	0	0	0
CRO_T107606	18	18	22	20	20
CRO_T107607	23	20	24	23	26
CRO_T107609	16	13	20	16	17
CRO_T107610	0	0	0	0	0
CRO_T107612	0	0	0	0	0
CRO_T107613	267	245	172	237	156
CRO_T107614	0	0	0	0	0
CRO_T107615	0	0	0	0	0
CRO_T107616	0	0	0	0	0
CRO_T107617	0	0	0	0	0
CRO_T107618	60	62	68	58	72
CRO_T107620	0	0	0	0	0
CRO_T107621	0	0	0	0	0
CRO_T107625	0	0	0	0	0
CRO_T107626	0	0	0	0	0
CRO_T107627	0	0	0	0	0
CRO_T107629	0	0	0	0	0
CRO_T107631	12	13	18	16	19
CRO_T107633	0	0	0	0	0
CRO_T107634	0	0	0	0	0
CRO_T107637	0	0	0	0	0
CRO_T107639	0	0	0	0	0
CRO_T107640	0	0	0	0	0
CRO_T107641	0	0	0	0	0
CRO_T107644	0	0	0	0	0
CRO_T107646	0	0	0	0	0
CRO_T107647	0	0	0	0	0
CRO_T107649	0	0	0	0	0
CRO_T107650	0	0	0	0	0
CRO_T107652	0	0	0	0	0
CRO_T107653	0	0	0	0	0
CRO_T107654	0	0	0	0	0
CRO_T107656	0	0	0	0	0
CRO_T107657	0	0	0	0	0
CRO_T107658	0	0	0	0	0
CRO_T107659	10	9	10	8	16
CRO_T107660	0	0	0	0	0
CRO_T107662	0	0	0	0	0
CRO_T107663	0	0	0	0	0
CRO_T107664	0	0	0	0	0
CRO_T107665	13	10	15	17	15
CRO_T107666	81	88	92	83	83
CRO_T107667	0	0	0	0	0
CRO_T107668	0	0	0	0	0
CRO_T107670	33	29	38	37	33
CRO_T107671	3	4	4	3	7
CRO_T107672	8	11	11	11	13
CRO_T107673	2	1	2	2	2
CRO_T107674	17	14	19	13	18
CRO_T107675	9	5	11	10	8
CRO_T107676	74	57	65	69	60
CRO_T107677	34	28	34	32	33
CRO_T107678	15	15	19	19	18
CRO_T107679	13	10	13	12	19
CRO_T107681	0	0	0	0	0
CRO_T107682	0	0	0	0	0
CRO_T107683	0	0	0	0	0
CRO_T107684	0	0	0	0	0
CRO_T107685	0	1	4	2	3
CRO_T107686	2	4	7	8	6
CRO_T107687	0	0	0	0	0
CRO_T107688	0	0	0	0	0
CRO_T107689	45	42	44	46	49
CRO_T107690	0	0	0	0	0
CRO_T107691	0	0	0	0	0
CRO_T107692	0	0	0	0	0
CRO_T107693	0	0	0	0	0
CRO_T107694	0	0	0	0	0
CRO_T107695	10	10	15	12	15
CRO_T107696	0	0	0	0	0
CRO_T107698	0	0	0	0	0
CRO_T107699	0	0	0	0	0
CRO_T107700	21	22	22	21	24
CRO_T107701	21	21	22	22	26
CRO_T107702	0	0	0	0	1
CRO_T107703	0	0	0	0	0
CRO_T107704	13	13	15	14	17
CRO_T107705	9	8	13	12	10
CRO_T107706	48	51	44	47	51
CRO_T107707	30	26	31	30	28
CRO_T107708	1	0	3	2	1
CRO_T107709	21	21	21	19	22
CRO_T107710	2	1	2	1	2
CRO_T107711	18	14	28	20	11
CRO_T107712	27	22	26	22	20
CRO_T107713	0	0	0	0	0
CRO_T107714	0	0	0	0	0
CRO_T107715	4	4	3	1	4
CRO_T107716	0	0	0	0	0
CRO_T107718	6	8	6	5	9
CRO_T107719	14	14	17	17	18
CRO_T107720	7	9	9	8	12
CRO_T107721	0	0	0	0	0
CRO_T107722	0	0	0	0	1
CRO_T107724	39	31	36	31	30
CRO_T107725	0	0	0	0	0
CRO_T107726	0	0	0	0	0
CRO_T107727	32	29	34	33	35
CRO_T107728	0	0	0	0	0
CRO_T107729	0	0	0	0	0
CRO_T107731	56	54	50	49	59
CRO_T107732	1698	1850	1719	2152	1508
CRO_T107733	0	1	1	0	2
CRO_T107734	23	22	30	24	29
CRO_T107735	187	185	148	190	152
CRO_T107736	38	37	39	37	39
CRO_T107737	0	0	0	0	0
CRO_T107738	0	0	0	0	0
CRO_T107739	1	3	2	2	3
CRO_T107740	1	1	1	1	0
CRO_T107741	22	26	21	16	26
CRO_T107742	38	36	45	41	47
CRO_T107743	1	1	1	1	1
CRO_T107744	6	7	10	10	8
CRO_T107745	3	3	3	5	4
CRO_T107746	2	2	2	2	2
CRO_T107747	5	4	5	5	6
CRO_T107748	0	0	0	0	0
CRO_T107749	5	6	5	5	7
CRO_T107750	1	1	1	0	1
CRO_T107752	21	14	14	15	10
CRO_T107753	0	0	0	0	0
CRO_T107755	0	0	0	0	0
CRO_T107757	0	0	0	0	1
CRO_T107758	42	35	32	32	29
CRO_T107759	15	13	9	10	8
CRO_T107760	0	0	0	0	0
CRO_T107762	13	11	14	15	12
CRO_T107764	0	0	0	0	0
CRO_T107765	0	0	0	0	0
CRO_T107766	0	0	0	0	0
CRO_T107767	0	0	0	0	0
CRO_T107768	5	4	7	5	7
CRO_T107769	1	1	1	1	2
CRO_T107770	0	0	0	0	0
CRO_T107771	4	2	4	3	3
CRO_T107772	127	113	123	134	120
CRO_T107773	9	7	9	6	9
CRO_T107774	3	3	4	4	4
CRO_T107775	24	27	27	27	25
CRO_T107776	114	121	129	110	111
CRO_T107777	0	0	0	0	0
CRO_T107778	0	0	0	0	0
CRO_T107779	0	0	0	0	0
CRO_T107781	16	18	27	26	24
CRO_T107782	1	0	1	0	0
CRO_T107783	0	0	0	0	1
CRO_T107786	23	20	19	23	27
CRO_T107788	5	4	5	5	12
CRO_T107789	0	0	0	0	0
CRO_T107790	0	0	0	0	0
CRO_T107791	1	0	1	1	1
CRO_T107792	11	12	12	10	15
CRO_T107793	0	0	0	0	0
CRO_T107794	0	1	0	0	0
CRO_T107795	19	17	18	17	35
CRO_T107796	81	68	80	71	73
CRO_T107797	67	64	71	81	79
CRO_T107799	24	24	42	34	38
CRO_T107800	31	33	32	31	39
CRO_T107801	0	0	0	0	0
CRO_T107802	0	0	0	0	0
CRO_T107803	55	61	72	66	53
CRO_T107804	0	0	0	0	0
CRO_T107805	0	0	0	0	0
CRO_T107806	0	0	0	0	0
CRO_T107807	2	2	2	2	2
CRO_T107808	24	21	29	23	22
CRO_T107809	0	0	1	0	1
CRO_T107810	3	0	2	1	1
CRO_T107811	1	2	2	1	2
CRO_T107812	111	131	127	104	131
CRO_T107813	17	15	18	17	17
CRO_T107815	63	58	66	53	63
CRO_T107816	43	44	42	36	53
CRO_T107817	0	0	0	0	0
CRO_T107818	0	0	0	0	0
CRO_T107819	0	0	0	0	0
CRO_T107820	0	0	0	0	0
CRO_T107821	50	47	51	51	53
CRO_T107823	219	262	261	205	313
CRO_T107824	132	131	120	133	145
CRO_T107825	18	19	15	17	18
CRO_T107826	14	14	14	14	15
CRO_T107827	0	0	0	0	0
CRO_T107828	0	0	0	0	0
CRO_T107829	0	0	0	0	0
CRO_T107830	17	9	28	32	17
CRO_T107832	0	0	0	0	4
CRO_T107833	0	0	0	0	0
CRO_T107834	0	0	0	0	0
CRO_T107835	3	1	21	8	14
CRO_T107836	12	8	18	16	15
CRO_T107837	11	10	12	11	13
CRO_T107838	7	6	7	8	9
CRO_T107843	0	0	0	0	0
CRO_T107844	0	0	0	0	0
CRO_T107845	0	0	0	0	0
CRO_T107846	0	0	0	0	0
CRO_T107847	0	0	0	0	0
CRO_T107848	15	19	16	15	18
CRO_T107849	0	0	0	0	0
CRO_T107850	12	12	14	13	16
CRO_T107852	13	13	14	14	17
CRO_T107853	0	0	0	0	0
CRO_T107854	0	0	0	0	0
CRO_T107855	0	0	0	0	0
CRO_T107856	0	0	0	0	0
CRO_T107857	27	28	32	31	30
CRO_T107858	0	0	0	0	0
CRO_T107859	0	0	0	0	0
CRO_T107860	9	8	10	9	11
CRO_T107861	0	0	0	0	0
CRO_T107862	2	2	2	3	3
CRO_T107863	9	6	8	7	8
CRO_T107864	3	1	2	2	2
CRO_T107865	4	3	5	4	4
CRO_T107866	10	7	9	8	10
CRO_T107867	124	88	110	97	107
CRO_T107869	0	0	0	0	0
CRO_T107870	0	0	0	0	0
CRO_T107871	0	0	0	0	0
CRO_T107872	32	30	41	37	34
CRO_T107873	42	43	40	43	37
CRO_T107874	26	24	33	29	31
CRO_T107875	10	8	9	10	10
CRO_T107876	35	41	41	35	45
CRO_T107877	4	2	5	2	3
CRO_T107878	1	0	0	0	0
CRO_T107879	79	56	85	73	58
CRO_T107880	0	0	0	0	0
CRO_T107881	15	17	16	13	22
CRO_T107882	41	47	57	46	58
CRO_T107883	16	16	36	20	28
CRO_T107884	32	29	27	22	28
CRO_T107885	37	37	46	44	36
CRO_T107886	21	19	29	25	25
CRO_T107887	16	12	14	14	13
CRO_T107888	4	3	7	5	5
CRO_T107889	10	10	14	12	13
CRO_T107890	52	49	54	45	56
CRO_T107891	37	45	48	33	54
CRO_T107892	0	0	0	0	0
CRO_T107894	0	1	0	0	1
